h2h3,h7h5,g2g3,h5h4
h2h3,h7h5,g2g3,g7g5
h2h3,h7h5,g2g3,g7g6
h2h3,h7h5,g2g3,f7f5
h2h3,h7h5,g2g3,f7f6
h2h3,h7h5,g2g3,e7e5
h2h3,h7h5,g2g3,e7e6
h2h3,h7h5,g2g3,d7d5
h2h3,h7h5,g2g3,d7d6
h2h3,h7h5,g2g3,c7c5
h2h3,h7h5,g2g3,c7c6
h2h3,h7h5,g2g3,b7b5
h2h3,h7h5,g2g3,b7b6
h2h3,h7h5,g2g3,a7a5
h2h3,h7h5,g2g3,a7a6
h2h3,h7h5,g2g3,g8h6
h2h3,h7h5,g2g3,g8f6
h2h3,h7h5,g2g3,b8c6
h2h3,h7h5,g2g3,b8a6
h2h3,h7h5,g2g3,h8h6
h2h3,h7h5,g2g3,h8h7
h2h3,h7h5,g2g4,h5h4
h2h3,h7h5,g2g4,g7g5
h2h3,h7h5,g2g4,g7g6
h2h3,h7h5,g2g4,f7f5
h2h3,h7h5,g2g4,f7f6
h2h3,h7h5,g2g4,e7e5
h2h3,h7h5,g2g4,e7e6
h2h3,h7h5,g2g4,d7d5
h2h3,h7h5,g2g4,d7d6
h2h3,h7h5,g2g4,c7c5
h2h3,h7h5,g2g4,c7c6
h2h3,h7h5,g2g4,b7b5
h2h3,h7h5,g2g4,b7b6
h2h3,h7h5,g2g4,a7a5
h2h3,h7h5,g2g4,a7a6
h2h3,h7h5,g2g4,h5g4
h2h3,h7h5,g2g4,g8h6
h2h3,h7h5,g2g4,g8f6
h2h3,h7h5,g2g4,b8c6
h2h3,h7h5,g2g4,b8a6
h2h3,h7h5,g2g4,h8h6
h2h3,h7h5,g2g4,h8h7
h2h3,h7h5,f2f3,h5h4
h2h3,h7h5,f2f3,g7g5
h2h3,h7h5,f2f3,g7g6
h2h3,h7h5,f2f3,f7f5
h2h3,h7h5,f2f3,f7f6
h2h3,h7h5,f2f3,e7e5
h2h3,h7h5,f2f3,e7e6
h2h3,h7h5,f2f3,d7d5
h2h3,h7h5,f2f3,d7d6
h2h3,h7h5,f2f3,c7c5
h2h3,h7h5,f2f3,c7c6
h2h3,h7h5,f2f3,b7b5
h2h3,h7h5,f2f3,b7b6
h2h3,h7h5,f2f3,a7a5
h2h3,h7h5,f2f3,a7a6
h2h3,h7h5,f2f3,g8h6
h2h3,h7h5,f2f3,g8f6
h2h3,h7h5,f2f3,b8c6
h2h3,h7h5,f2f3,b8a6
h2h3,h7h5,f2f3,h8h6
h2h3,h7h5,f2f3,h8h7
h2h3,h7h5,f2f4,h5h4
h2h3,h7h5,f2f4,g7g5
h2h3,h7h5,f2f4,g7g6
h2h3,h7h5,f2f4,f7f5
h2h3,h7h5,f2f4,f7f6
h2h3,h7h5,f2f4,e7e5
h2h3,h7h5,f2f4,e7e6
h2h3,h7h5,f2f4,d7d5
h2h3,h7h5,f2f4,d7d6
h2h3,h7h5,f2f4,c7c5
h2h3,h7h5,f2f4,c7c6
h2h3,h7h5,f2f4,b7b5
h2h3,h7h5,f2f4,b7b6
h2h3,h7h5,f2f4,a7a5
h2h3,h7h5,f2f4,a7a6
h2h3,h7h5,f2f4,g8h6
h2h3,h7h5,f2f4,g8f6
h2h3,h7h5,f2f4,b8c6
h2h3,h7h5,f2f4,b8a6
h2h3,h7h5,f2f4,h8h6
h2h3,h7h5,f2f4,h8h7
h2h3,h7h5,e2e3,h5h4
h2h3,h7h5,e2e3,g7g5
h2h3,h7h5,e2e3,g7g6
h2h3,h7h5,e2e3,f7f5
h2h3,h7h5,e2e3,f7f6
h2h3,h7h5,e2e3,e7e5
